Asiento;SubCta;Subcuenta;Fecha;Concepto;Debe;Haber;Doc.
34118;7000000;Subcuenta  7000000;21/07/2017;Concepto Asiento  34118;0;2,35;
34118;4770000;Subcuenta  4770000;21/07/2017;Concepto Asiento  34118;0;0,24;
34118;7000000;Subcuenta  7000000;21/07/2017;Concepto Asiento  34118;0;2.178,69;
34118;4770000;Subcuenta  4770000;21/07/2017;Concepto Asiento  34118;0;457,53;
34118;4300120;Subcuenta  4300120;21/07/2017;Concepto Asiento  34118;2.638,81;0;
34119;7000000;Subcuenta  7000000;21/07/2017;Concepto Asiento  34119;0;1.911,41;
34119;4770000;Subcuenta  4770000;21/07/2017;Concepto Asiento  34119;0;401,4;
34119;4300122;Subcuenta  4300122;21/07/2017;Concepto Asiento  34119;2.312,81;0;
34120;7000000;Subcuenta  7000000;21/07/2017;Concepto Asiento  34120;0;16,28;
34120;4770000;Subcuenta  4770000;21/07/2017;Concepto Asiento  34120;0;1,63;
34120;7000000;Subcuenta  7000000;21/07/2017;Concepto Asiento  34120;0;1.843,33;
34120;4770000;Subcuenta  4770000;21/07/2017;Concepto Asiento  34120;0;387,1;
34120;4300125;Subcuenta  4300125;21/07/2017;Concepto Asiento  34120;2.248,34;0;
34121;7000000;Subcuenta  7000000;21/07/2017;Concepto Asiento  34121;0;41,99;
34121;4770000;Subcuenta  4770000;21/07/2017;Concepto Asiento  34121;0;4,2;
34121;7000000;Subcuenta  7000000;21/07/2017;Concepto Asiento  34121;0;2.819,03;
34121;4770000;Subcuenta  4770000;21/07/2017;Concepto Asiento  34121;0;591,99;
34121;4300016;Subcuenta  4300016;21/07/2017;Concepto Asiento  34121;3.457,21;0;
34122;7000000;Subcuenta  7000000;21/07/2017;Concepto Asiento  34122;0;962,29;
34122;4770000;Subcuenta  4770000;21/07/2017;Concepto Asiento  34122;0;202,08;
34122;4300018;Subcuenta  4300018;21/07/2017;Concepto Asiento  34122;1.164,37;0;
34123;7000000;Subcuenta  7000000;21/07/2017;Concepto Asiento  34123;0;12,68;
34123;4770000;Subcuenta  4770000;21/07/2017;Concepto Asiento  34123;0;1,27;
34123;7000000;Subcuenta  7000000;21/07/2017;Concepto Asiento  34123;0;2.518,72;
34123;4770000;Subcuenta  4770000;21/07/2017;Concepto Asiento  34123;0;528,93;
34123;4300024;Subcuenta  4300024;21/07/2017;Concepto Asiento  34123;3.061,60;0;
34124;7000000;Subcuenta  7000000;21/07/2017;Concepto Asiento  34124;0;18,23;
34124;4770000;Subcuenta  4770000;21/07/2017;Concepto Asiento  34124;0;1,82;
34124;7000000;Subcuenta  7000000;21/07/2017;Concepto Asiento  34124;0;432,58;
34124;4770000;Subcuenta  4770000;21/07/2017;Concepto Asiento  34124;0;90,84;
34124;4300031;Subcuenta  4300031;21/07/2017;Concepto Asiento  34124;543,47;0;
34391;6000000;Subcuenta  6000000;21/07/2017;Concepto Asiento  34391;22,75;0;
34391;4720000;Subcuenta  4720000;21/07/2017;Concepto Asiento  34391;2,27;0;
34391;6000000;Subcuenta  6000000;21/07/2017;Concepto Asiento  34391;1.790,24;0;
34391;4720000;Subcuenta  4720000;21/07/2017;Concepto Asiento  34391;375,95;0;
34391;4030001;Subcuenta  4030001;21/07/2017;Concepto Asiento  34391;0;2.191,21;
34392;6000000;Subcuenta  6000000;21/07/2017;Concepto Asiento  34392;28,3;0;
34392;4720000;Subcuenta  4720000;21/07/2017;Concepto Asiento  34392;2,83;0;
34392;6000000;Subcuenta  6000000;21/07/2017;Concepto Asiento  34392;1.832,27;0;
34392;4720000;Subcuenta  4720000;21/07/2017;Concepto Asiento  34392;384,78;0;
34392;4030001;Subcuenta  4030001;21/07/2017;Concepto Asiento  34392;0;2.248,18;
34393;6000000;Subcuenta  6000000;21/07/2017;Concepto Asiento  34393;11,47;0;
34393;4720000;Subcuenta  4720000;21/07/2017;Concepto Asiento  34393;1,15;0;
34393;6000000;Subcuenta  6000000;21/07/2017;Concepto Asiento  34393;1.129,67;0;
34393;4720000;Subcuenta  4720000;21/07/2017;Concepto Asiento  34393;237,23;0;
34393;4030001;Subcuenta  4030001;21/07/2017;Concepto Asiento  34393;0;1.379,52;
34394;6000000;Subcuenta  6000000;21/07/2017;Concepto Asiento  34394;13,19;0;
34394;4720000;Subcuenta  4720000;21/07/2017;Concepto Asiento  34394;1,32;0;
34394;6000000;Subcuenta  6000000;21/07/2017;Concepto Asiento  34394;3.049,48;0;
34394;4720000;Subcuenta  4720000;21/07/2017;Concepto Asiento  34394;640,39;0;
34394;4030001;Subcuenta  4030001;21/07/2017;Concepto Asiento  34394;0;3.704,38;
34395;6000000;Subcuenta  6000000;21/07/2017;Concepto Asiento  34395;5,95;0;
34395;4720000;Subcuenta  4720000;21/07/2017;Concepto Asiento  34395;0,59;0;
34395;6000000;Subcuenta  6000000;21/07/2017;Concepto Asiento  34395;902,5;0;
34395;4720000;Subcuenta  4720000;21/07/2017;Concepto Asiento  34395;189,52;0;
34395;4030001;Subcuenta  4030001;21/07/2017;Concepto Asiento  34395;0;1.098,56;
34396;6000000;Subcuenta  6000000;21/07/2017;Concepto Asiento  34396;1.220,57;0;
34396;4720000;Subcuenta  4720000;21/07/2017;Concepto Asiento  34396;256,32;0;
34396;4030001;Subcuenta  4030001;21/07/2017;Concepto Asiento  34396;0;1.476,89;
34397;6000000;Subcuenta  6000000;21/07/2017;Concepto Asiento  34397;2,35;0;
34397;4720000;Subcuenta  4720000;21/07/2017;Concepto Asiento  34397;0,24;0;
34397;6000000;Subcuenta  6000000;21/07/2017;Concepto Asiento  34397;2.178,69;0;
34397;4720000;Subcuenta  4720000;21/07/2017;Concepto Asiento  34397;457,53;0;
34397;4030001;Subcuenta  4030001;21/07/2017;Concepto Asiento  34397;0;2.638,81;
34398;6000000;Subcuenta  6000000;21/07/2017;Concepto Asiento  34398;1.911,41;0;
34398;4720000;Subcuenta  4720000;21/07/2017;Concepto Asiento  34398;401,4;0;
34398;4030001;Subcuenta  4030001;21/07/2017;Concepto Asiento  34398;0;2.312,81;
34399;6000000;Subcuenta  6000000;21/07/2017;Concepto Asiento  34399;16,28;0;
34399;4720000;Subcuenta  4720000;21/07/2017;Concepto Asiento  34399;1,63;0;
34399;6000000;Subcuenta  6000000;21/07/2017;Concepto Asiento  34399;1.843,33;0;
34399;4720000;Subcuenta  4720000;21/07/2017;Concepto Asiento  34399;387,1;0;
34399;4030001;Subcuenta  4030001;21/07/2017;Concepto Asiento  34399;0;2.248,34;
34400;6000000;Subcuenta  6000000;21/07/2017;Concepto Asiento  34400;41,99;0;
34400;4720000;Subcuenta  4720000;21/07/2017;Concepto Asiento  34400;4,2;0;
34400;6000000;Subcuenta  6000000;21/07/2017;Concepto Asiento  34400;2.819,03;0;
34400;4720000;Subcuenta  4720000;21/07/2017;Concepto Asiento  34400;591,99;0;
34400;4030001;Subcuenta  4030001;21/07/2017;Concepto Asiento  34400;0;3.457,21;
34401;6000000;Subcuenta  6000000;21/07/2017;Concepto Asiento  34401;962,29;0;
34401;4720000;Subcuenta  4720000;21/07/2017;Concepto Asiento  34401;202,08;0;
34401;4030001;Subcuenta  4030001;21/07/2017;Concepto Asiento  34401;0;1.164,37;
34402;6000000;Subcuenta  6000000;21/07/2017;Concepto Asiento  34402;12,68;0;
34402;4720000;Subcuenta  4720000;21/07/2017;Concepto Asiento  34402;1,27;0;
34402;6000000;Subcuenta  6000000;21/07/2017;Concepto Asiento  34402;2.518,72;0;
34402;4720000;Subcuenta  4720000;21/07/2017;Concepto Asiento  34402;528,93;0;
34402;4030001;Subcuenta  4030001;21/07/2017;Concepto Asiento  34402;0;3.061,60;
34403;6000000;Subcuenta  6000000;21/07/2017;Concepto Asiento  34403;18,23;0;
34403;4720000;Subcuenta  4720000;21/07/2017;Concepto Asiento  34403;1,82;0;
34403;6000000;Subcuenta  6000000;21/07/2017;Concepto Asiento  34403;432,58;0;
34403;4720000;Subcuenta  4720000;21/07/2017;Concepto Asiento  34403;90,84;0;
34403;4030001;Subcuenta  4030001;21/07/2017;Concepto Asiento  34403;0;543,47;
34454;5551010;Subcuenta  5551010;21/07/2017;Concepto Asiento  34454;1.004,69;0;
34454;6260001;Subcuenta  6260001;21/07/2017;Concepto Asiento  34454;0,45;0;
34454;5720101;Subcuenta  5720101;21/07/2017;Concepto Asiento  34454;0;1.005,14;
34628;5700003;Subcuenta  5700003;21/07/2017;Concepto Asiento  34628;0;1.201,02;
34628;5721901;Subcuenta  5721901;21/07/2017;Concepto Asiento  34628;1.201,02;0;
34628;4300003;Subcuenta  4300003;21/07/2017;Concepto Asiento  34628;0;2.191,21;
34628;5729003;Subcuenta  5729003;21/07/2017;Concepto Asiento  34628;905,44;0;
34628;6270003;Subcuenta  6270003;21/07/2017;Concepto Asiento  34628;11,2;0;
34628;6270002;Subcuenta  6270002;21/07/2017;Concepto Asiento  34628;24,32;0;
34628;5700003;Subcuenta  5700003;21/07/2017;Concepto Asiento  34628;1.250,25;0;
34628;5700005;Subcuenta  5700005;21/07/2017;Concepto Asiento  34628;0;707,43;
34628;5720501;Subcuenta  5720501;21/07/2017;Concepto Asiento  34628;707,43;0;
34628;4300005;Subcuenta  4300005;21/07/2017;Concepto Asiento  34628;0;2.248,18;
34628;5729005;Subcuenta  5729005;21/07/2017;Concepto Asiento  34628;918,56;0;
34628;438001;Subcuenta  438001;21/07/2017;Concepto Asiento  34628;0;27,2;
34628;6270003;Subcuenta  6270003;21/07/2017;Concepto Asiento  34628;13,01;0;
34628;4400001;Subcuenta  4400001;21/07/2017;Concepto Asiento  34628;1;0;
34628;6270002;Subcuenta  6270002;21/07/2017;Concepto Asiento  34628;5,52;0;
34628;5700005;Subcuenta  5700005;21/07/2017;Concepto Asiento  34628;1.337,29;0;
34628;5700006;Subcuenta  5700006;21/07/2017;Concepto Asiento  34628;0;953,78;
34628;5721201;Subcuenta  5721201;21/07/2017;Concepto Asiento  34628;953,78;0;
34628;4300006;Subcuenta  4300006;21/07/2017;Concepto Asiento  34628;0;1.379,52;
34628;5729006;Subcuenta  5729006;21/07/2017;Concepto Asiento  34628;760,99;0;
34628;6270003;Subcuenta  6270003;21/07/2017;Concepto Asiento  34628;3,35;0;
34628;6270002;Subcuenta  6270002;21/07/2017;Concepto Asiento  34628;10,5;0;
34628;5700006;Subcuenta  5700006;21/07/2017;Concepto Asiento  34628;604,68;0;
34628;5700016;Subcuenta  5700016;21/07/2017;Concepto Asiento  34628;0;1.918,62;
34628;5720601;Subcuenta  5720601;21/07/2017;Concepto Asiento  34628;1.918,62;0;
34628;4300016;Subcuenta  4300016;21/07/2017;Concepto Asiento  34628;0;3.457,21;
34628;5729016;Subcuenta  5729016;21/07/2017;Concepto Asiento  34628;1.906,85;0;
34628;6270003;Subcuenta  6270003;21/07/2017;Concepto Asiento  34628;1,86;0;
34628;5700016;Subcuenta  5700016;21/07/2017;Concepto Asiento  34628;1.548,50;0;
34628;5700018;Subcuenta  5700018;21/07/2017;Concepto Asiento  34628;0;977,32;
34628;5720601;Subcuenta  5720601;21/07/2017;Concepto Asiento  34628;977,32;0;
34628;4300018;Subcuenta  4300018;21/07/2017;Concepto Asiento  34628;0;1.164,37;
34628;5729018;Subcuenta  5729018;21/07/2017;Concepto Asiento  34628;309,34;0;
34628;6270002;Subcuenta  6270002;21/07/2017;Concepto Asiento  34628;2,99;0;
34628;5700018;Subcuenta  5700018;21/07/2017;Concepto Asiento  34628;852,04;0;
34628;5700024;Subcuenta  5700024;21/07/2017;Concepto Asiento  34628;0;2.035,21;
34628;5720301;Subcuenta  5720301;21/07/2017;Concepto Asiento  34628;2.035,21;0;
34628;4300024;Subcuenta  4300024;21/07/2017;Concepto Asiento  34628;0;3.061,60;
34628;5729024;Subcuenta  5729024;21/07/2017;Concepto Asiento  34628;1.582,62;0;
34628;6270003;Subcuenta  6270003;21/07/2017;Concepto Asiento  34628;3,38;0;
34628;5700024;Subcuenta  5700024;21/07/2017;Concepto Asiento  34628;1.475,60;0;
34628;5700031;Subcuenta  5700031;21/07/2017;Concepto Asiento  34628;0;375,88;
34628;5720601;Subcuenta  5720601;21/07/2017;Concepto Asiento  34628;375,88;0;
34628;4300031;Subcuenta  4300031;21/07/2017;Concepto Asiento  34628;0;543,47;
34628;5729031;Subcuenta  5729031;21/07/2017;Concepto Asiento  34628;133,45;0;
34628;438001;Subcuenta  438001;21/07/2017;Concepto Asiento  34628;0;62,4;
34628;6270003;Subcuenta  6270003;21/07/2017;Concepto Asiento  34628;5,97;0;
34628;5700031;Subcuenta  5700031;21/07/2017;Concepto Asiento  34628;466,45;0;
34628;5700104;Subcuenta  5700104;21/07/2017;Concepto Asiento  34628;0;1.332,92;
34628;5720101;Subcuenta  5720101;21/07/2017;Concepto Asiento  34628;1.332,92;0;
34628;4300104;Subcuenta  4300104;21/07/2017;Concepto Asiento  34628;0;3.704,38;
34628;5729104;Subcuenta  5729104;21/07/2017;Concepto Asiento  34628;2.490,63;0;
34628;6270003;Subcuenta  6270003;21/07/2017;Concepto Asiento  34628;14,57;0;
34628;6270002;Subcuenta  6270002;21/07/2017;Concepto Asiento  34628;4,95;0;
34628;5700104;Subcuenta  5700104;21/07/2017;Concepto Asiento  34628;1.194,23;0;
34628;5700114;Subcuenta  5700114;21/07/2017;Concepto Asiento  34628;0;560,77;
34628;5721901;Subcuenta  5721901;21/07/2017;Concepto Asiento  34628;560,77;0;
34628;4300114;Subcuenta  4300114;21/07/2017;Concepto Asiento  34628;0;1.098,56;
34628;5729114;Subcuenta  5729114;21/07/2017;Concepto Asiento  34628;548,76;0;
34628;5700114;Subcuenta  5700114;21/07/2017;Concepto Asiento  34628;549,8;0;
34628;5700115;Subcuenta  5700115;21/07/2017;Concepto Asiento  34628;0;704,18;
34628;5720601;Subcuenta  5720601;21/07/2017;Concepto Asiento  34628;704,18;0;
34628;4300115;Subcuenta  4300115;21/07/2017;Concepto Asiento  34628;0;1.476,89;
34628;5729115;Subcuenta  5729115;21/07/2017;Concepto Asiento  34628;1.008,39;0;
34628;6270003;Subcuenta  6270003;21/07/2017;Concepto Asiento  34628;4,16;0;
34628;5700115;Subcuenta  5700115;21/07/2017;Concepto Asiento  34628;464,34;0;
34628;5700120;Subcuenta  5700120;21/07/2017;Concepto Asiento  34628;0;1.155,56;
34628;5720101;Subcuenta  5720101;21/07/2017;Concepto Asiento  34628;1.155,56;0;
34628;4300120;Subcuenta  4300120;21/07/2017;Concepto Asiento  34628;0;2.638,81;
34628;5729120;Subcuenta  5729120;21/07/2017;Concepto Asiento  34628;1.340,24;0;
34628;438001;Subcuenta  438001;21/07/2017;Concepto Asiento  34628;39,95;0;
34628;438001;Subcuenta  438001;21/07/2017;Concepto Asiento  34628;0;11,75;
34628;6270003;Subcuenta  6270003;21/07/2017;Concepto Asiento  34628;19,35;0;
34628;5700120;Subcuenta  5700120;21/07/2017;Concepto Asiento  34628;1.251,02;0;
34628;5700122;Subcuenta  5700122;21/07/2017;Concepto Asiento  34628;0;860,25;
34628;5720101;Subcuenta  5720101;21/07/2017;Concepto Asiento  34628;764,45;0;
34628;4300122;Subcuenta  4300122;21/07/2017;Concepto Asiento  34628;0;2.312,81;
34628;5729122;Subcuenta  5729122;21/07/2017;Concepto Asiento  34628;1.275,05;0;
34628;6270003;Subcuenta  6270003;21/07/2017;Concepto Asiento  34628;20,79;0;
34628;5700122;Subcuenta  5700122;21/07/2017;Concepto Asiento  34628;1.016,97;0;
34628;5700125;Subcuenta  5700125;21/07/2017;Concepto Asiento  34628;0;1.422,43;
34628;5721401;Subcuenta  5721401;21/07/2017;Concepto Asiento  34628;1.336,41;0;
34628;4300125;Subcuenta  4300125;21/07/2017;Concepto Asiento  34628;0;2.248,34;
34628;5729125;Subcuenta  5729125;21/07/2017;Concepto Asiento  34628;622,75;0;
34628;6270002;Subcuenta  6270002;21/07/2017;Concepto Asiento  34628;3;0;
34628;5700125;Subcuenta  5700125;21/07/2017;Concepto Asiento  34628;1.622,59;0;
34628;5559002;Subcuenta  5559002;21/07/2017;Concepto Asiento  34628;86,02;0;
34628;5559002;Subcuenta  5559002;21/07/2017;Concepto Asiento  34628;95,8;0;
35065;5722301;Subcuenta  5722301;21/07/2017;Concepto Asiento  35065;0;930,96;
35065;4100032;Subcuenta  4100032;21/07/2017;Concepto Asiento  35065;930,96;0;
35093;6260012;Subcuenta  6260012;21/07/2017;Concepto Asiento  35093;1,87;0;
35093;5721201;Subcuenta  5721201;21/07/2017;Concepto Asiento  35093;0;1,87;
34125;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34125;0;8,1;
34125;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34125;0;0,81;
34125;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34125;0;1.956,24;
34125;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34125;0;410,8;
34125;4300003;Subcuenta  4300003;22/07/2017;Concepto Asiento  34125;2.375,95;0;
34126;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34126;0;9,05;
34126;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34126;0;0,9;
34126;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34126;0;2.120,51;
34126;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34126;0;445,31;
34126;4300005;Subcuenta  4300005;22/07/2017;Concepto Asiento  34126;2.575,77;0;
34127;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34127;0;11,18;
34127;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34127;0;1,12;
34127;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34127;0;1.505,78;
34127;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34127;0;316,21;
34127;4300006;Subcuenta  4300006;22/07/2017;Concepto Asiento  34127;1.834,29;0;
34128;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34128;0;3,63;
34128;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34128;0;0,36;
34128;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34128;0;2.081,80;
34128;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34128;0;437,17;
34128;4300104;Subcuenta  4300104;22/07/2017;Concepto Asiento  34128;2.522,96;0;
34129;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34129;0;0,91;
34129;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34129;0;0,09;
34129;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34129;0;1.171,11;
34129;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34129;0;245,94;
34129;4300114;Subcuenta  4300114;22/07/2017;Concepto Asiento  34129;1.418,05;0;
34130;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34130;0;779,05;
34130;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34130;0;163,6;
34130;4300115;Subcuenta  4300115;22/07/2017;Concepto Asiento  34130;942,65;0;
34131;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34131;0;10,89;
34131;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34131;0;1,09;
34131;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34131;0;3.069,52;
34131;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34131;0;644,6;
34131;4300120;Subcuenta  4300120;22/07/2017;Concepto Asiento  34131;3.726,10;0;
34132;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34132;0;2.266,66;
34132;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34132;0;476;
34132;4300122;Subcuenta  4300122;22/07/2017;Concepto Asiento  34132;2.742,66;0;
34133;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34133;0;24,98;
34133;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34133;0;2,5;
34133;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34133;0;2.401,52;
34133;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34133;0;504,32;
34133;4300125;Subcuenta  4300125;22/07/2017;Concepto Asiento  34133;2.933,32;0;
34134;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34134;0;34,61;
34134;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34134;0;3,46;
34134;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34134;0;3.140,25;
34134;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34134;0;659,46;
34134;4300016;Subcuenta  4300016;22/07/2017;Concepto Asiento  34134;3.837,78;0;
34135;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34135;0;10,32;
34135;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34135;0;1,03;
34135;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34135;0;920,91;
34135;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34135;0;193,39;
34135;4300018;Subcuenta  4300018;22/07/2017;Concepto Asiento  34135;1.125,65;0;
34136;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34136;0;43,84;
34136;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34136;0;4,38;
34136;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34136;0;3.160,35;
34136;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34136;0;663,68;
34136;4300024;Subcuenta  4300024;22/07/2017;Concepto Asiento  34136;3.872,25;0;
34137;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34137;0;15,02;
34137;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34137;0;1,5;
34137;7000000;Subcuenta  7000000;22/07/2017;Concepto Asiento  34137;0;1.021,01;
34137;4770000;Subcuenta  4770000;22/07/2017;Concepto Asiento  34137;0;214,41;
34137;4300031;Subcuenta  4300031;22/07/2017;Concepto Asiento  34137;1.251,94;0;
34404;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34404;8,1;0;
34404;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34404;0,81;0;
34404;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34404;1.956,24;0;
34404;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34404;410,8;0;
34404;4030001;Subcuenta  4030001;22/07/2017;Concepto Asiento  34404;0;2.375,95;
34405;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34405;9,05;0;
34405;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34405;0,9;0;
34405;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34405;2.120,51;0;
34405;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34405;445,31;0;
34405;4030001;Subcuenta  4030001;22/07/2017;Concepto Asiento  34405;0;2.575,77;
34406;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34406;11,18;0;
34406;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34406;1,12;0;
34406;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34406;1.505,78;0;
34406;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34406;316,21;0;
34406;4030001;Subcuenta  4030001;22/07/2017;Concepto Asiento  34406;0;1.834,29;
34407;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34407;3,63;0;
34407;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34407;0,36;0;
34407;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34407;2.081,80;0;
34407;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34407;437,17;0;
34407;4030001;Subcuenta  4030001;22/07/2017;Concepto Asiento  34407;0;2.522,96;
34408;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34408;0,91;0;
34408;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34408;0,09;0;
34408;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34408;1.171,11;0;
34408;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34408;245,94;0;
34408;4030001;Subcuenta  4030001;22/07/2017;Concepto Asiento  34408;0;1.418,05;
34409;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34409;779,05;0;
34409;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34409;163,6;0;
34409;4030001;Subcuenta  4030001;22/07/2017;Concepto Asiento  34409;0;942,65;
34410;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34410;10,89;0;
34410;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34410;1,09;0;
34410;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34410;3.069,52;0;
34410;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34410;644,6;0;
34410;4030001;Subcuenta  4030001;22/07/2017;Concepto Asiento  34410;0;3.726,10;
34411;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34411;2.266,66;0;
34411;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34411;476;0;
34411;4030001;Subcuenta  4030001;22/07/2017;Concepto Asiento  34411;0;2.742,66;
34412;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34412;24,98;0;
34412;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34412;2,5;0;
34412;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34412;2.401,52;0;
34412;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34412;504,32;0;
34412;4030001;Subcuenta  4030001;22/07/2017;Concepto Asiento  34412;0;2.933,32;
34413;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34413;34,61;0;
34413;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34413;3,46;0;
34413;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34413;3.140,25;0;
34413;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34413;659,46;0;
34413;4030001;Subcuenta  4030001;22/07/2017;Concepto Asiento  34413;0;3.837,78;
34414;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34414;10,32;0;
34414;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34414;1,03;0;
34414;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34414;920,91;0;
34414;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34414;193,39;0;
34414;4030001;Subcuenta  4030001;22/07/2017;Concepto Asiento  34414;0;1.125,65;
34415;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34415;43,84;0;
34415;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34415;4,38;0;
34415;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34415;3.160,35;0;
34415;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34415;663,68;0;
34415;4030001;Subcuenta  4030001;22/07/2017;Concepto Asiento  34415;0;3.872,25;
34416;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34416;15,02;0;
34416;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34416;1,5;0;
34416;6000000;Subcuenta  6000000;22/07/2017;Concepto Asiento  34416;1.021,01;0;
34416;4720000;Subcuenta  4720000;22/07/2017;Concepto Asiento  34416;214,41;0;
34416;4030001;Subcuenta  4030001;22/07/2017;Concepto Asiento  34416;0;1.251,94;
34453;5720601;Subcuenta  5720601;22/07/2017;Concepto Asiento  34453;0;2.200,00;
34453;4330003;Subcuenta  4330003;22/07/2017;Concepto Asiento  34453;2.200,00;0;
34629;5700003;Subcuenta  5700003;22/07/2017;Concepto Asiento  34629;0;1.250,25;
34629;5721901;Subcuenta  5721901;22/07/2017;Concepto Asiento  34629;1.250,25;0;
34629;4300003;Subcuenta  4300003;22/07/2017;Concepto Asiento  34629;0;2.375,95;
